PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.12812812812812813,0.20368111059894084,0.018871050899294098,0.004458016111591933
0.13013013013013014,0.21423207332976157,0.020591842399161776,0.0048493428127186385
0.13213213213213212,0.22492614349424284,0.022414447030277004,0.005264326196432145
0.13413413413413414,0.2357489959901149,0.02434080897774615,0.00570365285235711
0.13613613613613612,0.24668644482892937,0.026372697800060522,0.006167993921560286
0.13813813813813813,0.2577244923287411,0.02851170501764666,0.006658004058035971
0.14014014014014015,0.2688493735083418,0.03075924157612318,0.007174320463788759
0.14214214214214213,0.2800475958242669,0.033116536150545384,0.007717561997131929
0.14414414414414414,0.291305974417813,0.03558463425348124,0.008288328353506982
0.14614614614614616,0.302611663059885,0.038164398106979164,0.00888719931785
0.14814814814814814,0.3139521809972442,0.04085650723631759,0.009514734087282619
0.15015015015015015,0.3253154359151704,0.04366145974181336,0.010171470662686958
0.15215215215215216,0.33668974323922607,0.046579574203864826,0.010857925307533184
0.15415415415415415,0.34806384200318885,0.04961099217577305,0.011574592072164783
0.15615615615615616,0.35942690751175005,0.05275568121866298,0.012321942381606015
0.15815815815815815,0.37076856102568156,0.056013438432981115,0.013100424684839202
0.16016016016016016,0.3820788766942255,0.0593838944415282,0.01391046416340359
0.16216216216216217,0.393348385954785,0.06286651777975173,0.014752462497089388
0.16416416416416416,0.40456807961393515,0.06646061965004062,0.015626797684442733
0.16616616616616617,0.41572940781655887,0.07016535899799162,0.01653382391575296
0.16816816816816815,0.42682427810181744,0.07397974787001792,0.017473871496165996
0.17017017017017017,0.4378450517359055,0.0779026570132259,0.018447246816551854
0.17217217217217218,0.4487845385022709,0.08193282168014732,0.019454232369751686
0.17417417417417416,0.4596359901204143,0.08606884760267575,0.020495086809837387
0.17617617617617617,0.4703930924546141,0.0903092171013794,0.02157004505203395
0.1781781781781782,0.4810499566641022,0.0946522952982326,0.02267931841098077
0.18018018018018017,0.4916011094364389,0.09909633640270354,0.023823094775041614
0.18218218218218218,0.5020414824361767,0.10363949004304768,0.025001538814413207
0.1841841841841842,0.5123664010914432,0.10827980761654504,0.0262147922208269
0.18618618618618618,0.5225715728318834,0.11301524863431661,0.027462973976691403
0.1881881881881882,0.5326530748824863,0.11784368703819309,0.028746180651576088
0.19019019019019018,0.5426073417092655,0.12276291746893037,0.03006448672399537
0.1921921921921922,0.5524311522045682,0.12777066146682697,0.03141794492651497
0.1941941941941942,0.5621216166919556,0.13286457358750797,0.03280658661226441
0.1961961961961962,0.5716761638231986,0.13804224741729287,0.03423042214100622
0.1981981981981982,0.5810925274328995,0.14330122147414787,0.03568944128297854
0.20020020020020018,0.5903687334096384,0.1486389849817365,0.03718361363879534
0.2022022022022022,0.5995030866363485,0.15405298350554053,0.03871288907375819
0.2042042042042042,0.608494158046789,0.15954062444138228,0.04027719816499937
0.2062062062062062,0.6173407718395788,0.1650992823479952,0.041876452659947445
0.2082082082082082,0.6260419928861984,0.17072630411650835,0.043510545944671436
0.21021021021021022,0.6345971143646922,0.17641901397087079,0.04517935352072959
0.2122122122122122,0.6430056456464718,0.18217471829432025,0.04688273348921285
0.21421421421421422,0.6512673004596381,0.1879907102780181,0.04862052704074056
0.21621621621621623,0.6593819853485625,0.1938642743889054,0.0503925589502287
